ax,ay,az,gx,gy,gz,session,reading_index
591,-1849,-359,-902,433,-128,2025-11-15_14-55-28,47
383,-1668,-317,-1030,-204,162,2025-11-15_14-55-28,48
921,-2044,-412,-1152,96,-491,2025-11-15_14-55-28,49
664,-1987,-184,-566,-175,212,2025-11-15_14-55-28,50
1073,-1337,-780,623,-515,342,2025-11-15_14-55-28,51
531,-1934,-140,-428,727,82,2025-11-15_14-55-28,52
1269,-1797,-1001,3010,-198,515,2025-11-15_14-55-28,53
567,-1938,-355,-480,771,103,2025-11-15_14-55-28,54
1150,-1986,-448,2117,1521,618,2025-11-15_14-55-28,55
214,-1999,-190,-502,1071,1,2025-11-15_14-55-28,56
730,-1782,-187,-1237,74,-843,2025-11-15_14-56-29,0
510,-1855,-164,-892,1308,241,2025-11-15_14-56-29,1
578,-1715,-395,-1379,896,-522,2025-11-15_14-56-29,2
639,-1868,68,-1075,330,167,2025-11-15_14-56-29,3
643,-1463,-1154,534,219,-530,2025-11-15_14-56-29,4
1160,-1511,140,-84,-1279,-71,2025-11-15_14-56-29,5
590,-2187,-366,-1017,108,-529,2025-11-15_14-56-29,6
270,-1904,-482,-795,-1335,321,2025-11-15_14-56-29,7
883,-1342,-973,1299,243,1627,2025-11-15_14-56-29,8
458,-1976,-271,-669,1419,-28,2025-11-15_14-56-29,9
826,-1860,-191,2742,-14,284,2025-11-15_14-56-29,10
906,-2395,-256,-939,70,-414,2025-11-15_14-56-29,11
783,-1820,-99,-245,-1600,53,2025-11-15_14-56-29,12
610,-1655,-1147,3009,-241,473,2025-11-15_14-56-29,13
574,-1932,-421,-632,-358,-149,2025-11-15_14-56-29,14
444,-1494,-175,-1353,-998,-27,2025-11-15_14-56-29,15
1118,-1906,-653,-979,1117,308,2025-11-15_14-56-29,16
267,-1977,38,-738,783,-130,2025-11-15_14-56-29,17
82,-1531,190,2102,18,431,2025-11-15_14-56-29,18
967,-2396,138,-1890,708,-354,2025-11-15_14-56-29,19
525,-1909,-95,-459,-742,68,2025-11-15_14-56-29,20
708,-1989,-388,2854,909,575,2025-11-15_14-56-29,21
550,-2487,-514,-1381,1540,-366,2025-11-15_14-56-29,22
414,-1934,-278,-709,367,54,2025-11-15_14-56-29,23
790,-1895,-197,3192,1125,966,2025-11-15_14-56-29,24
369,-2079,-577,-845,1144,-24,2025-11-15_14-56-29,25
215,-1937,-115,-387,790,165,2025-11-15_14-56-29,26
1089,-1537,-835,2827,68,1591,2025-11-15_14-56-29,27
532,-1986,-395,-630,-188,4,2025-11-15_14-56-29,28
394,-1482,-375,-842,-2986,223,2025-11-15_14-56-29,29
1063,-1800,-1691,-1290,707,-128,2025-11-15_14-56-29,30
586,-1906,-79,-416,-1079,8,2025-11-15_14-56-29,31
1046,-1961,-410,3484,-920,151,2025-11-15_14-56-29,32
713,-2016,-342,-1406,836,-405,2025-11-15_14-56-29,33
280,-2151,-141,-1405,2087,-53,2025-11-15_14-56-29,34
1108,-1851,-1016,3442,336,1437,2025-11-15_14-56-29,35
704,-2098,-229,-1096,197,-320,2025-11-15_14-56-29,36
1092,-1474,61,-1271,1294,243,2025-11-15_14-56-29,37
735,-1457,-1060,1461,1816,1408,2025-11-15_14-56-29,38
180,-1926,-116,-771,652,43,2025-11-15_14-56-29,39
443,-1610,146,-1175,914,17,2025-11-15_14-56-29,40
730,-2499,169,-1741,187,-425,2025-11-15_14-56-29,41
661,-1908,-52,-390,-1342,247,2025-11-15_14-56-29,42
325,-1887,-1571,2962,-2273,-859,2025-11-15_14-56-29,43
494,-2043,-317,-208,-615,89,2025-11-15_14-56-29,44
2230,-1168,-882,1185,-67,2306,2025-11-15_14-56-29,45
541,-1907,58,-1055,591,11,2025-11-15_14-56-29,46
-76,-1422,416,781,1348,432,2025-11-15_14-56-29,47
187,-2840,833,-2064,16,-887,2025-11-15_14-56-29,48
781,-1930,-254,-383,-714,188,2025-11-15_14-56-29,49
298,-1234,-125,-175,-102,196,2025-11-15_14-56-29,50
216,-2230,-610,-1575,2342,-117,2025-11-15_14-56-29,51
395,-1962,-293,-707,483,14,2025-11-15_14-56-29,52
234,-1546,53,-510,833,51,2025-11-15_14-56-29,53
888,-2117,419,-2015,-588,-664,2025-11-15_14-56-29,54
627,-1945,46,-553,104,114,2025-11-15_14-56-29,55
972,-2019,-275,3582,-503,268,2025-11-15_14-56-29,56
730,-2020,-304,-1069,595,-142,2025-11-15_22-21-14,0
-383,-2079,-495,-981,1004,-179,2025-11-15_22-21-14,1
741,-1500,-721,2934,1120,1623,2025-11-15_22-21-14,2
616,-1938,-168,-542,150,-21,2025-11-15_22-21-14,3
496,-1394,283,-33,-1339,-173,2025-11-15_22-21-14,4
449,-1861,-708,-966,560,-66,2025-11-15_22-21-14,5
893,-1873,-511,-526,404,-204,2025-11-15_22-21-14,6
554,-1590,329,-156,-332,75,2025-11-15_22-21-14,7
621,-2047,-222,-1228,1477,-175,2025-11-15_22-21-14,8
460,-1948,-632,-630,125,-18,2025-11-15_22-21-14,9
1074,-1076,-68,-1692,-1450,258,2025-11-15_22-21-14,10
915,-1287,-946,-444,-173,-71,2025-11-15_22-21-14,11
479,-1871,-122,-680,272,-13,2025-11-15_22-21-14,12
770,-735,1105,-50,-282,-209,2025-11-15_22-21-14,13
987,-1722,-1154,-2239,3880,595,2025-11-15_22-21-14,14
368,-1910,-43,-676,167,141,2025-11-15_22-21-14,15
348,-1314,688,-495,536,-92,2025-11-15_22-21-14,16
424,-2056,-1426,-769,1982,-441,2025-11-15_22-21-14,17
428,-1953,14,-492,464,-37,2025-11-15_22-21-14,18
396,-1698,-618,-1069,-2373,613,2025-11-15_22-21-14,19
1241,-1950,-1389,-1188,254,107,2025-11-15_22-21-14,20
350,-1929,-58,-554,-3,36,2025-11-15_22-21-14,21
377,-1357,669,-764,-532,-96,2025-11-15_22-21-14,22
876,-2077,-1101,-1493,1424,-113,2025-11-15_22-21-14,23
238,-1951,-107,-579,153,114,2025-11-15_22-21-14,24
1223,-2495,912,-2198,1595,-190,2025-11-15_22-21-14,25
1109,-1541,-1089,-1551,1286,737,2025-11-15_22-21-14,26
442,-1921,-24,-632,-12,13,2025-11-15_22-21-14,27
287,-1643,92,-133,-1800,231,2025-11-15_22-21-14,28
1067,-1425,-1385,-768,144,-193,2025-11-15_22-21-14,29
495,-1782,-425,-1133,1284,-214,2025-11-15_22-21-14,30
1387,-1096,-35,-1793,-312,761,2025-11-15_22-21-14,31
758,-1411,-964,1422,390,737,2025-11-15_22-21-14,32
536,-1964,-351,-1061,140,-50,2025-11-15_22-21-14,33
286,-2163,-451,-820,-954,270,2025-11-15_22-21-14,34
764,-1296,-819,1406,1353,1055,2025-11-15_22-21-14,35
630,-1920,-537,-1162,1028,-159,2025-11-15_22-21-14,36
-182,-2022,932,-1274,-63,186,2025-11-15_22-21-14,37
911,-1777,-790,2344,1802,1050,2025-11-15_22-21-14,38
765,-2010,-573,-817,433,-150,2025-11-15_22-21-14,39
908,-2393,-1287,-1339,1683,-157,2025-11-15_22-21-14,40
670,-1425,-1283,3012,-285,773,2025-11-15_22-21-14,41
543,-2104,-1188,-1181,674,-171,2025-11-15_22-21-14,42
221,-1856,-298,-845,-453,-108,2025-11-15_22-21-14,43
722,-1845,-928,3692,476,739,2025-11-15_22-21-14,44
1082,-1725,-1090,-1844,1981,-180,2025-11-15_22-21-14,45
350,-2017,-190,-801,-184,83,2025-11-15_22-21-14,46
426,-1921,-594,3253,2491,658,2025-11-15_22-21-14,47
589,-2377,-136,-1177,1396,-426,2025-11-15_22-21-14,48
549,-1818,10,-569,-421,157,2025-11-15_22-21-14,49
987,-1560,-764,3284,374,929,2025-11-15_22-21-14,50
503,-2086,16,-1172,543,-403,2025-11-15_22-21-14,51
1491,-1848,-353,-1116,964,160,2025-11-15_22-21-14,52
