T,P,session,reading_index
29.48,908.78,2025-11-15_11-53-06,24
29.49,908.8,2025-11-15_11-53-06,25
29.5,908.73,2025-11-15_11-53-06,26
29.49,908.68,2025-11-15_11-53-06,27
29.5,908.69,2025-11-15_11-53-06,28
29.5,908.65,2025-11-15_11-53-06,29
29.5,908.57,2025-11-15_11-53-06,30
29.51,908.61,2025-11-15_11-53-06,31
29.52,908.65,2025-11-15_11-53-06,32
29.51,908.8,2025-11-15_11-53-06,33
29.51,908.72,2025-11-15_11-53-06,34
29.52,908.64,2025-11-15_11-53-06,35
29.51,908.57,2025-11-15_11-53-06,36
29.5,908.56,2025-11-15_11-53-06,37
29.51,908.66,2025-11-15_11-53-06,38
29.51,908.58,2025-11-15_11-53-06,39
29.52,908.62,2025-11-15_11-53-06,40
29.53,908.7,2025-11-15_11-53-06,41
29.51,908.66,2025-11-15_11-53-06,42
29.5,908.62,2025-11-15_11-53-06,43
29.51,908.65,2025-11-15_11-53-06,44
29.51,908.66,2025-11-15_11-53-06,45
29.52,908.69,2025-11-15_11-53-06,46
29.52,908.67,2025-11-15_11-53-06,47
29.52,908.66,2025-11-15_11-53-06,48
29.54,908.72,2025-11-15_11-53-06,49
29.53,908.67,2025-11-15_11-53-06,50
29.55,908.75,2025-11-15_11-53-06,51
29.54,908.7,2025-11-15_11-53-06,52
29.55,908.68,2025-11-15_11-53-06,53
29.55,908.66,2025-11-15_11-53-06,54
29.57,908.69,2025-11-15_11-53-06,55
30.6,912.4,2025-11-15_11-53-06,56
30.6,912.4,2025-11-15_11-53-06,57
29.44,909.39,2025-11-15_11-54-09,0
29.41,909.27,2025-11-15_11-54-09,1
29.42,909.25,2025-11-15_11-54-09,2
29.41,909.28,2025-11-15_11-54-09,3
29.41,909.24,2025-11-15_11-54-09,4
29.42,909.29,2025-11-15_11-54-09,5
29.41,909.32,2025-11-15_11-54-09,6
29.43,909.29,2025-11-15_11-54-09,7
29.43,909.29,2025-11-15_11-54-09,8
29.43,909.28,2025-11-15_11-54-09,9
29.42,909.14,2025-11-15_11-54-09,10
29.44,909.14,2025-11-15_11-54-09,11
29.43,909.16,2025-11-15_11-54-09,12
29.44,909.06,2025-11-15_11-54-09,13
29.45,909.18,2025-11-15_11-54-09,14
29.45,909.05,2025-11-15_11-54-09,15
29.45,908.96,2025-11-15_11-54-09,16
29.46,908.99,2025-11-15_11-54-09,17
29.47,908.95,2025-11-15_11-54-09,18
29.47,908.89,2025-11-15_11-54-09,19
29.48,908.94,2025-11-15_11-54-09,20
29.47,908.88,2025-11-15_11-54-09,21
29.48,908.82,2025-11-15_11-54-09,22
29.47,908.75,2025-11-15_11-54-09,23
29.48,908.78,2025-11-15_11-54-09,24
29.49,908.8,2025-11-15_11-54-09,25
29.5,908.73,2025-11-15_11-54-09,26
29.49,908.68,2025-11-15_11-54-09,27
29.5,908.69,2025-11-15_11-54-09,28
29.5,908.65,2025-11-15_11-54-09,29
29.5,908.57,2025-11-15_11-54-09,30
29.51,908.61,2025-11-15_11-54-09,31
29.52,908.65,2025-11-15_11-54-09,32
29.51,908.8,2025-11-15_11-54-09,33
29.51,908.72,2025-11-15_11-54-09,34
29.52,908.64,2025-11-15_11-54-09,35
29.51,908.57,2025-11-15_11-54-09,36
29.5,908.56,2025-11-15_11-54-09,37
29.51,908.66,2025-11-15_11-54-09,38
29.51,908.58,2025-11-15_11-54-09,39
29.52,908.62,2025-11-15_11-54-09,40
29.53,908.7,2025-11-15_11-54-09,41
29.51,908.66,2025-11-15_11-54-09,42
29.5,908.62,2025-11-15_11-54-09,43
29.51,908.65,2025-11-15_11-54-09,44
29.51,908.66,2025-11-15_11-54-09,45
29.52,908.69,2025-11-15_11-54-09,46
29.52,908.67,2025-11-15_11-54-09,47
29.52,908.66,2025-11-15_11-54-09,48
29.54,908.72,2025-11-15_11-54-09,49
29.53,908.67,2025-11-15_11-54-09,50
29.55,908.75,2025-11-15_11-54-09,51
29.54,908.7,2025-11-15_11-54-09,52
29.55,908.68,2025-11-15_11-54-09,53
29.55,908.66,2025-11-15_11-54-09,54
29.57,908.69,2025-11-15_11-54-09,55
30.6,912.4,2025-11-15_11-54-09,56
30.6,912.4,2025-11-15_11-54-09,57
