T,P,session,reading_index
29.55,908.66,2025-11-15_22-20-16,54
29.57,908.69,2025-11-15_22-20-16,55
30.6,912.4,2025-11-15_22-20-16,56
30.6,912.4,2025-11-15_22-20-16,57
29.44,909.39,2025-11-15_22-22-11,0
29.41,909.27,2025-11-15_22-22-11,1
29.42,909.25,2025-11-15_22-22-11,2
29.41,909.28,2025-11-15_22-22-11,3
29.41,909.24,2025-11-15_22-22-11,4
29.42,909.29,2025-11-15_22-22-11,5
29.41,909.32,2025-11-15_22-22-11,6
29.43,909.29,2025-11-15_22-22-11,7
29.43,909.29,2025-11-15_22-22-11,8
29.43,909.28,2025-11-15_22-22-11,9
29.42,909.14,2025-11-15_22-22-11,10
29.44,909.14,2025-11-15_22-22-11,11
29.43,909.16,2025-11-15_22-22-11,12
29.44,909.06,2025-11-15_22-22-11,13
29.45,909.18,2025-11-15_22-22-11,14
29.45,909.05,2025-11-15_22-22-11,15
29.45,908.96,2025-11-15_22-22-11,16
29.46,908.99,2025-11-15_22-22-11,17
29.47,908.95,2025-11-15_22-22-11,18
29.47,908.89,2025-11-15_22-22-11,19
29.48,908.94,2025-11-15_22-22-11,20
29.47,908.88,2025-11-15_22-22-11,21
29.48,908.82,2025-11-15_22-22-11,22
29.47,908.75,2025-11-15_22-22-11,23
29.48,908.78,2025-11-15_22-22-11,24
29.49,908.8,2025-11-15_22-22-11,25
29.5,908.73,2025-11-15_22-22-11,26
29.49,908.68,2025-11-15_22-22-11,27
29.5,908.69,2025-11-15_22-22-11,28
29.5,908.65,2025-11-15_22-22-11,29
29.5,908.57,2025-11-15_22-22-11,30
29.51,908.61,2025-11-15_22-22-11,31
29.52,908.65,2025-11-15_22-22-11,32
29.51,908.8,2025-11-15_22-22-11,33
29.51,908.72,2025-11-15_22-22-11,34
29.52,908.64,2025-11-15_22-22-11,35
29.51,908.57,2025-11-15_22-22-11,36
29.5,908.56,2025-11-15_22-22-11,37
29.51,908.66,2025-11-15_22-22-11,38
29.51,908.58,2025-11-15_22-22-11,39
29.52,908.62,2025-11-15_22-22-11,40
29.53,908.7,2025-11-15_22-22-11,41
29.51,908.66,2025-11-15_22-22-11,42
29.5,908.62,2025-11-15_22-22-11,43
29.51,908.65,2025-11-15_22-22-11,44
29.51,908.66,2025-11-15_22-22-11,45
29.52,908.69,2025-11-15_22-22-11,46
29.52,908.67,2025-11-15_22-22-11,47
29.52,908.66,2025-11-15_22-22-11,48
29.54,908.72,2025-11-15_22-22-11,49
29.53,908.67,2025-11-15_22-22-11,50
29.55,908.75,2025-11-15_22-22-11,51
29.54,908.7,2025-11-15_22-22-11,52
29.55,908.68,2025-11-15_22-22-11,53
29.55,908.66,2025-11-15_22-22-11,54
29.57,908.69,2025-11-15_22-22-11,55
30.6,912.4,2025-11-15_22-22-11,56
30.6,912.4,2025-11-15_22-22-11,57
